index,Reference,Owner,NIF/CIF,Registered office,City,Province,Postal Code,Concession opening,Concession termination,Municipality,Frequency,Frequency GHZ,Frequency GHZ rounded,Last opened concession,Number of concession,# of concession in municipality,# of owner in municipality,Population,population,Coordinates,Longitude,Latitude
16,BIBI-1900583,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/09/2019,31/12/2024,Bilbao,75750.0,75.75,76.0,31/05/2017,2271,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
16,BIBI-1900583,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/09/2019,31/12/2024,Derio,85750.0,85.75,86.0,31/05/2017,2271,4,2,village,6730,"43.30514728270026, -2.8823530218518005", -2.8823530218518005,43.30514728270026
17,BIBI-1900618,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/09/2019,31/12/2024,Santurtzi,75500.0,75.5,76.0,31/05/2017,2271,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
17,BIBI-1900618,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/09/2019,31/12/2024,Santurtzi,85500.0,85.5,86.0,31/05/2017,2271,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
18,BIBI-1900637,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/09/2019,31/12/2024,Bilbao,75750.0,75.75,76.0,31/05/2017,2271,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
18,BIBI-1900637,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/09/2019,31/12/2024,Erandio,75500.0,75.5,76.0,31/05/2017,2271,9,3,small city,24530,"43.31862160940458, -2.955746180762888", -2.955746180762888,43.31862160940458
18,BIBI-1900637,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/09/2019,31/12/2024,Erandio,85500.0,85.5,86.0,31/05/2017,2271,9,3,small city,24530,"43.31862160940458, -2.955746180762888", -2.955746180762888,43.31862160940458
18,BIBI-1900637,ORANGE,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARC\xc3\x93N,MADRID,28223,04/09/2019,31/12/2024,Erandio,85750.0,85.75,86.0,31/05/2017,2271,9,3,small city,24530,"43.31862160940458, -2.955746180762888", -2.955746180762888,43.31862160940458
19,BIBI-2000279,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,10/07/2020,31/12/2025,Bilbao,38094.0,38.094,38.0,31/07/2020,1328,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
19,BIBI-2000279,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,10/07/2020,31/12/2025,Bilbao,39354.0,39.354,39.0,31/07/2020,1328,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
20,BIBI-2000297,RETEVISION,A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,22/07/2020,31/12/2025,Arriate,14515.0,14.515,15.0,31/10/2012,2296,21,3,small village,0,"36.79631177732332, -5.135908519663002", -5.135908519663002,36.79631177732332
20,BIBI-2000297,RETEVISION,A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,22/07/2020,31/12/2025,Loiu,14935.0,14.935,15.0,31/10/2012,2296,3,1,small village,0,"43.316657330332205, -2.9150724193193738", -2.9150724193193738,43.316657330332205
21,BIBI-2000427,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,03/09/2020,31/12/2025,Zamudio,37611.0,37.611,38.0,31/07/2020,1328,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
21,BIBI-2000427,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,03/09/2020,31/12/2025,Zamudio,38871.0,38.871,39.0,31/07/2020,1328,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
22,BIBI-2000435,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/09/2020,31/12/2025,Galdakao,75750.0,75.75,76.0,31/10/2012,1127,13,4,small village,0,"43.230677776479034, -2.834675839760105", -2.834675839760105,43.230677776479034
22,BIBI-2000435,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/09/2020,31/12/2025,Zamudio,85750.0,85.75,86.0,31/10/2012,1127,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
23,BIBI-2000436,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/09/2020,31/12/2025,Bilbao,18820.0,18.82,19.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
23,BIBI-2000436,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/09/2020,31/12/2025,Galdakao,17810.0,17.81,18.0,31/10/2012,1127,13,4,small village,0,"43.230677776479034, -2.834675839760105", -2.834675839760105,43.230677776479034
24,BIBI-2000639,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/10/2020,31/12/2025,Abadiño,38101.0,38.101,38.0,31/07/2020,1328,4,2,small village,0,"43.12578176479929, -2.622355317118305", -2.622355317118305,43.12578176479929
24,BIBI-2000639,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/10/2020,31/12/2025,Durango,39361.0,39.361,39.0,31/07/2020,1328,3,2,small city,30118,"43.16070785040835, -2.6534300778663336", -2.6534300778663336,43.16070785040835
25,BIBI-2000847,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,02/12/2020,31/12/2025,Portugalete,75750.0,75.75,76.0,31/05/2017,2271,3,1,small city,45746,"43.316364309575704, -3.022303042747526", -3.022303042747526,43.316364309575704
25,BIBI-2000847,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,02/12/2020,31/12/2025,Valle de Trápaga-Trapagaran,85750.0,85.75,86.0,31/05/2017,2271,4,3,small village,0,"43.28958064545651, -3.03701439032", -3.03701439032,43.28958064545651
26,BIBI-2100040,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,16/02/2021,31/12/2026,Bilbao,75750.0,75.75,76.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
26,BIBI-2100040,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,16/02/2021,31/12/2026,Bilbao,85750.0,85.75,86.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
27,BIBI-2100062,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,02/03/2021,31/12/2026,Igorre,37940.0,37.94,38.0,31/07/2020,1328,2,1,small village,0,"43.17362076032994, -2.779305176953217", -2.779305176953217,43.17362076032994
27,BIBI-2100062,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,02/03/2021,31/12/2026,Lemoa,39200.0,39.2,39.0,31/07/2020,1328,4,3,small village,0,"43.20442750079056, -2.770602001828868", -2.770602001828868,43.20442750079056
28,BIBI-2100079,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,09/03/2021,31/12/2026,Dima,18820.0,18.82,19.0,31/07/2020,1328,4,3,small village,0,"43.12092405258104, -2.7159689983837416", -2.7159689983837416,43.12092405258104
28,BIBI-2100079,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,09/03/2021,31/12/2026,Galdakao,17810.0,17.81,18.0,31/07/2020,1328,13,4,small village,0,"43.230677776479034, -2.834675839760105", -2.834675839760105,43.230677776479034
29,BIBI-2100164,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,28/05/2021,31/12/2026,Santurtzi,75750.0,75.75,76.0,31/05/2017,2271,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
29,BIBI-2100164,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,28/05/2021,31/12/2026,Santurtzi,85750.0,85.75,86.0,31/05/2017,2271,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
30,BIBI-2000297,RETEVISION,A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,22/07/2020,31/12/2025,Arriate,14515.0,14.515,15.0,31/10/2012,2296,21,3,small village,0,"36.79631177732332, -5.135908519663002", -5.135908519663002,36.79631177732332
30,BIBI-2000297,RETEVISION,A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,22/07/2020,31/12/2025,Loiu,14935.0,14.935,15.0,31/10/2012,2296,3,1,small village,0,"43.316657330332205, -2.9150724193193738", -2.9150724193193738,43.316657330332205
31,BIBI-2000427,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,03/09/2020,31/12/2025,Zamudio,37611.0,37.611,38.0,31/07/2020,1328,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
31,BIBI-2000427,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,03/09/2020,31/12/2025,Zamudio,38871.0,38.871,39.0,31/07/2020,1328,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
32,BIBI-2000435,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/09/2020,31/12/2025,Galdakao,75750.0,75.75,76.0,31/10/2012,1127,13,4,small village,0,"43.230677776479034, -2.834675839760105", -2.834675839760105,43.230677776479034
32,BIBI-2000435,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/09/2020,31/12/2025,Zamudio,85750.0,85.75,86.0,31/10/2012,1127,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
33,BIBI-2000436,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/09/2020,31/12/2025,Bilbao,18820.0,18.82,19.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
33,BIBI-2000436,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/09/2020,31/12/2025,Galdakao,17810.0,17.81,18.0,31/10/2012,1127,13,4,small village,0,"43.230677776479034, -2.834675839760105", -2.834675839760105,43.230677776479034
34,BIBI-2000639,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/10/2020,31/12/2025,Abadiño,38101.0,38.101,38.0,31/07/2020,1328,4,2,small village,0,"43.12578176479929, -2.622355317118305", -2.622355317118305,43.12578176479929
34,BIBI-2000639,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/10/2020,31/12/2025,Durango,39361.0,39.361,39.0,31/07/2020,1328,3,2,small city,30118,"43.16070785040835, -2.6534300778663336", -2.6534300778663336,43.16070785040835
35,BIBI-2000847,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,02/12/2020,31/12/2025,Portugalete,75750.0,75.75,76.0,31/05/2017,2271,3,1,small city,45746,"43.316364309575704, -3.022303042747526", -3.022303042747526,43.316364309575704
35,BIBI-2000847,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,02/12/2020,31/12/2025,Valle de Trápaga-Trapagaran,85750.0,85.75,86.0,31/05/2017,2271,4,3,small village,0,"43.28958064545651, -3.03701439032", -3.03701439032,43.28958064545651
36,BIBI-2100040,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,16/02/2021,31/12/2026,Bilbao,75750.0,75.75,76.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
36,BIBI-2100040,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,16/02/2021,31/12/2026,Bilbao,85750.0,85.75,86.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
37,BIBI-2100062,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,02/03/2021,31/12/2026,Igorre,37940.0,37.94,38.0,31/07/2020,1328,2,1,small village,0,"43.17362076032994, -2.779305176953217", -2.779305176953217,43.17362076032994
37,BIBI-2100062,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,02/03/2021,31/12/2026,Lemoa,39200.0,39.2,39.0,31/07/2020,1328,4,3,small village,0,"43.20442750079056, -2.770602001828868", -2.770602001828868,43.20442750079056
38,BIBI-2100079,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,09/03/2021,31/12/2026,Dima,18820.0,18.82,19.0,31/07/2020,1328,4,3,small village,0,"43.12092405258104, -2.7159689983837416", -2.7159689983837416,43.12092405258104
38,BIBI-2100079,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,09/03/2021,31/12/2026,Galdakao,17810.0,17.81,18.0,31/07/2020,1328,13,4,small village,0,"43.230677776479034, -2.834675839760105", -2.834675839760105,43.230677776479034
39,BIBI-2100164,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,28/05/2021,31/12/2026,Santurtzi,75750.0,75.75,76.0,31/05/2017,2271,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
39,BIBI-2100164,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,28/05/2021,31/12/2026,Santurtzi,85750.0,85.75,86.0,31/05/2017,2271,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
40,BIBI-2000297,RETEVISION,A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,22/07/2020,31/12/2025,Bilbao,75750.0,75.75,76.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
40,BIBI-2000297,RETEVISION,A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,22/07/2020,31/12/2025,Bilbao,85750.0,85.75,86.0,31/10/2012,2296,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
41,BIBI-2100396,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28018,08/09/2021,31/12/2026,Bilbao,18875.0,18.875,19.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
41,BIBI-2100396,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28018,08/09/2021,31/12/2026,Santurtzi,17865.0,17.865,18.0,31/10/2012,1127,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
42,BIBI-2100412,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",MADRID,MADRID,28108,08/11/2021,31/12/2026,Bilbao,85500.0,85.5,86.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
42,BIBI-2100412,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",MADRID,MADRID,28108,08/11/2021,31/12/2026,Galdakao,75500.0,75.5,76.0,31/10/2012,1127,13,4,small village,0,"43.230677776479034, -2.834675839760105", -2.834675839760105,43.230677776479034
43,BIBI-2100684,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,22/11/2021,31/12/2026,Basauri,85250.0,85.25,85.0,31/05/2017,2271,2,2,small village,0,"43.23130276229315, -2.8881117584904463", -2.8881117584904463,43.23130276229315
43,BIBI-2100684,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,22/11/2021,31/12/2026,Etxebarri,75250.0,75.25,75.0,31/05/2017,2271,1,1,small village,0,"43.25179153037485, -2.8855449741234254", -2.8855449741234254,43.25179153037485
44,BIBI-2100687,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,22/11/2021,31/12/2026,Derio,37940.0,37.94,38.0,31/07/2020,1328,4,2,village,6730,"43.30514728270026, -2.8823530218518005", -2.8823530218518005,43.30514728270026
44,BIBI-2100687,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,22/11/2021,31/12/2026,Zamudio,39200.0,39.2,39.0,31/07/2020,1328,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
45,BIBI-2200055,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,03/02/2022,31/12/2027,Sestao,39340.0,39.34,39.0,31/07/2020,1328,3,2,small city,27452,"43.30826625555241, -2.9991146360499155", -2.9991146360499155,43.30826625555241
45,BIBI-2200055,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,03/02/2022,31/12/2027,Valle de Trápaga-Trapagaran,38080.0,38.08,38.0,31/07/2020,1328,4,3,small village,0,"43.28958064545651, -3.03701439032", -3.03701439032,43.28958064545651
46,BIBI-2200085,ORANGE,A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,09/02/2022,31/12/2027,Lezama,85750.0,85.75,86.0,31/05/2017,2271,2,2,small village,0,"43.27587176087026, -2.8295541826375636", -2.8295541826375636,43.27587176087026
46,BIBI-2200085,ORANGE,A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,09/02/2022,31/12/2027,Zamudio,75750.0,75.75,76.0,31/05/2017,2271,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
47,BIBI-2200269,ORANGE,A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,12/04/2022,31/12/2027,Derio,85750.0,85.75,86.0,31/05/2017,2271,4,2,village,6730,"43.30514728270026, -2.8823530218518005", -2.8823530218518005,43.30514728270026
47,BIBI-2200269,ORANGE,A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,12/04/2022,31/12/2027,Zamudio,75750.0,75.75,76.0,31/05/2017,2271,19,6,small village,0,"43.28774723376578, -2.8666753190009886", -2.8666753190009886,43.28774723376578
48,BIBI-2200660,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCON,MADRID,28223,17/08/2022,31/12/2027,Bilbao,75000.0,75.0,75.0,31/05/2017,2271,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
48,BIBI-2200660,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCON,MADRID,28223,17/08/2022,31/12/2027,Erandio,85000.0,85.0,85.0,31/05/2017,2271,9,3,small city,24530,"43.31862160940458, -2.955746180762888", -2.955746180762888,43.31862160940458
49,BIBI-2200789,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,07/09/2022,31/12/2027,Barakaldo,38094.0,38.094,38.0,31/07/2020,1328,5,3,small village,0,"43.27273719042788, -3.0034009665471144", -3.0034009665471144,43.27273719042788
49,BIBI-2200789,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,07/09/2022,31/12/2027,Barakaldo,39354.0,39.354,39.0,31/07/2020,1328,5,3,small village,0,"43.27273719042788, -3.0034009665471144", -3.0034009665471144,43.27273719042788
50,BIBI-2200837,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,11/10/2022,31/12/2027,Sopela,18820.0,18.82,19.0,31/10/2012,1127,2,2,small village,0,"43.37769468408929, -2.9790345901145763", -2.9790345901145763,43.37769468408929
50,BIBI-2200837,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,11/10/2022,31/12/2027,Zierbena,17810.0,17.81,18.0,31/10/2012,1127,3,2,small village,0,"43.34667967746495, -3.088437784313011", -3.088437784313011,43.34667967746495
51,BIBI-2200838,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/10/2022,31/12/2027,Getxo,75750.0,75.75,76.0,31/10/2012,1127,2,2,small village,0,"43.35574860991651, -3.009574817682986", -3.009574817682986,43.35574860991651
51,BIBI-2200838,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/10/2022,31/12/2027,Santurtzi,85750.0,85.75,86.0,31/10/2012,1127,18,3,small village,0,"43.33332490979955, -3.0483230028698167", -3.0483230028698167,43.33332490979955
52,BIBI-2200839,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/10/2022,31/12/2027,Barakaldo,85750.0,85.75,86.0,31/10/2012,1127,5,3,small village,0,"43.27273719042788, -3.0034009665471144", -3.0034009665471144,43.27273719042788
52,BIBI-2200839,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/10/2022,31/12/2027,Bilbao,75750.0,75.75,76.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
53,BIBI-2200840,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/10/2022,31/12/2027,Bilbao,75750.0,75.75,76.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
53,BIBI-2200840,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/10/2022,31/12/2027,Bilbao,85750.0,85.75,86.0,31/10/2012,1127,72,6,large city,350184,"43.25411415422772, -2.937371038769195", -2.937371038769195,43.25411415422772
54,BIBI-2200841,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,04/10/2022,31/12/2027,Bedia,28192.5,28.1925,28.0,31/10/2012,1127,1,1,small village,0,"43.19863877737208, -2.817456872577065", -2.817456872577065,43.19863877737208
54,BIBI-2200841,XFERA MOVILES,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,04/10/2022,31/12/2027,Galdakao,29200.5,29.2005,29.0,31/10/2012,1127,13,4,small village,0,"43.230677776479034, -2.834675839760105", -2.834675839760105,43.230677776479034
55,BIBI-2200896,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,17/10/2022,31/12/2027,Larrabetzu,38101.0,38.101,38.0,31/07/2020,1328,2,1,small village,0,"43.26728102742399, -2.7837129273304932", -2.7837129273304932,43.26728102742399
55,BIBI-2200896,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,17/10/2022,31/12/2027,Larrabetzu,39361.0,39.361,39.0,31/07/2020,1328,2,1,small village,0,"43.26728102742399, -2.7837129273304932", -2.7837129273304932,43.26728102742399
56,BIBI-2201021,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28807,06/12/2022,31/12/2027,Barakaldo,22190.0,22.19,22.0,31/07/2020,1328,5,3,small village,0,"43.27273719042788, -3.0034009665471144", -3.0034009665471144,43.27273719042788
56,BIBI-2201021,VODAFONE,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28807,06/12/2022,31/12/2027,Erandio,23198.0,23.198,23.0,31/07/2020,1328,9,3,small city,24530,"43.31862160940458, -2.955746180762888", -2.955746180762888,43.31862160940458
57,BIZZ-0200002,EUSKALTEL,A48766695,"CL PARQUE TECNOL\xc3\x93GICO DE ZAMUDIO, 809",DERIO,BIZKAIA,48160,19/05/2003,31/12/2023,Arraia-Maeztu,14585.0,14.585,15.0,24/09/2007,67,5,2,small village,0,"42.74911483142025, -2.445246670647624", -2.445246670647624,42.74911483142025
57,BIZZ-0200002,EUSKALTEL,A48766695,"CL PARQUE TECNOL\xc3\x93GICO DE ZAMUDIO, 809",DERIO,BIZKAIA,48160,19/05/2003,31/12/2023,Campezo,14571.0,14.571,15.0,24/09/2007,67,4,2,small village,0,"42.68665557078148, -2.3608927068559296", -2.3608927068559296,42.68665557078148
57,BIZZ-0200002,EUSKALTEL,A48766695,"CL PARQUE TECNOL\xc3\x93GICO DE ZAMUDIO, 809",DERIO,BIZKAIA,48160,19/05/2003,31/12/2023,Valdegovía,14543.0,14.543,15.0,24/09/2007,67,5,2,small village,0,"42.86406802912569, -3.1283281069854785", -3.1283281069854785,42.86406802912569
57,BIZZ-0200002,EUSKALTEL,A48766695,"CL PARQUE TECNOL\xc3\x93GICO DE ZAMUDIO, 809",DERIO,BIZKAIA,48160,19/05/2003,31/12/2023,Valdegovía,14571.0,14.571,15.0,24/09/2007,67,5,2,small village,0,"42.86406802912569, -3.1283281069854785", -3.1283281069854785,42.86406802912569
