index,Reference,Owner,NIF/CIF,Registered office,City,Province,Postal Code,Concession opening,Concession termination,Municipality,Frequency,Frequency GHZ,Frequency GHZ rounded,Last opened concession,Number of concession,# of concession in municipality,# of owner in municipality,Population,population,Coordinates,Longitude,Latitude
1061,S S -2000446,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Voto,75750.0,75.75,76.0,31/05/2017,2271,5,2,small village,0,"43.34638935886587, -3.5053136995015963", -3.5053136995015963,43.34638935886587
1062,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Entrambasaguas,75250.0,75.25,75.0,31/05/2017,2271,8,1,village,5260,"43.36418677872748, -3.6683258046159413", -3.6683258046159413,43.36418677872748
1062,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Entrambasaguas,75750.0,75.75,76.0,31/05/2017,2271,8,1,village,5260,"43.36418677872748, -3.6683258046159413", -3.6683258046159413,43.36418677872748
1062,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Hazas de Cesto,75750.0,75.75,76.0,31/05/2017,2271,4,1,small village,0,"43.40490254652532, -3.585968240308879", -3.585968240308879,43.40490254652532
1062,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Marina de Cudeyo,75750.0,75.75,76.0,31/05/2017,2271,6,1,small village,0,"43.417576768642334, -3.757710147147282", -3.757710147147282,43.417576768642334
1062,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Marina de Cudeyo,85750.0,85.75,86.0,31/05/2017,2271,6,1,small village,0,"43.417576768642334, -3.757710147147282", -3.757710147147282,43.417576768642334
1062,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Medio Cudeyo,85250.0,85.25,85.0,31/05/2017,2271,12,2,small village,0,"43.379930794794674, -3.7593627953494897", -3.7593627953494897,43.379930794794674
1062,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Ribamontán al Monte,85750.0,85.75,86.0,31/05/2017,2271,3,1,small village,0,"43.41067465215106, -3.6584665364938025", -3.6584665364938025,43.41067465215106
1063,S S -2000492,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,10/11/2020,31/12/2025,Meruelo,75000.0,75.0,75.0,31/05/2017,2271,5,1,small village,0,"43.444081062709415, -3.585241427821251", -3.585241427821251,43.444081062709415
1063,S S -2000492,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,10/11/2020,31/12/2025,Noja,85000.0,85.0,85.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1064,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,75500.0,75.5,76.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1064,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,75750.0,75.75,76.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1064,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,85500.0,85.5,86.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1064,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,85750.0,85.75,86.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1065,S S -2100064,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,05/04/2021,31/12/2026,Torrelavega,75750.0,75.75,76.0,31/05/2017,2271,19,3,medium city,51597,"43.33596241575849, -4.041120152678144", -4.041120152678144,43.33596241575849
1065,S S -2100064,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,05/04/2021,31/12/2026,Torrelavega,85750.0,85.75,86.0,31/05/2017,2271,19,3,medium city,51597,"43.33596241575849, -4.041120152678144", -4.041120152678144,43.33596241575849
1066,S S -2100065,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,15/03/2021,31/12/2026,Laredo,75750.0,75.75,76.0,31/05/2017,2271,3,1,small city,11023,"43.40737294941837, -3.4240111370715463", -3.4240111370715463,43.40737294941837
1066,S S -2100065,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,15/03/2021,31/12/2026,Limpias,85750.0,85.75,86.0,31/05/2017,2271,3,1,small village,0,"43.374375406106964, -3.4146656176533057", -3.4146656176533057,43.374375406106964
1067,S S -2100271,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,12/07/2021,31/12/2026,Noja,75500.0,75.5,76.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1067,S S -2100271,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,12/07/2021,31/12/2026,Noja,85500.0,85.5,86.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1068,S S -2100279,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Los Corrales de Buelna,75750.0,75.75,76.0,31/05/2017,2271,5,1,small city,10767,"43.261570510337464, -4.090836505768658", -4.090836505768658,43.261570510337464
1068,S S -2100279,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,San Felices de Buelna,85750.0,85.75,86.0,31/05/2017,2271,5,2,small village,0,"43.27133642730765, -4.031101254718277", -4.031101254718277,43.27133642730765
1069,S S -2100280,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Vega de Pas,75500.0,75.5,76.0,31/05/2017,2271,12,1,small village,0,"43.14908489809986, -3.7652052573671484", -3.7652052573671484,43.14908489809986
1069,S S -2100280,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Vega de Pas,75750.0,75.75,76.0,31/05/2017,2271,12,1,small village,0,"43.14908489809986, -3.7652052573671484", -3.7652052573671484,43.14908489809986
1069,S S -2100280,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Vega de Pas,85500.0,85.5,86.0,31/05/2017,2271,12,1,small village,0,"43.14908489809986, -3.7652052573671484", -3.7652052573671484,43.14908489809986
1069,S S -2100280,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Vega de Pas,85750.0,85.75,86.0,31/05/2017,2271,12,1,small village,0,"43.14908489809986, -3.7652052573671484", -3.7652052573671484,43.14908489809986
1070,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Bareyo,85625.0,85.625,86.0,31/05/2017,2271,7,1,small village,0,"43.4727860542333, -3.618871780240005", -3.618871780240005,43.4727860542333
1070,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Bareyo,85750.0,85.75,86.0,31/05/2017,2271,7,1,small village,0,"43.4727860542333, -3.618871780240005", -3.618871780240005,43.4727860542333
1070,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Noja,75750.0,75.75,76.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1070,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Noja,85750.0,85.75,86.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1070,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Ribamontán al Mar,75625.0,75.625,76.0,31/05/2017,2271,6,1,small village,0,"43.45778992464733, -3.693916134943591", -3.693916134943591,43.45778992464733
1070,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Ribamontán al Mar,75750.0,75.75,76.0,31/05/2017,2271,6,1,small village,0,"43.45778992464733, -3.693916134943591", -3.693916134943591,43.45778992464733
1071,S S -2000446,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Colindres,85750.0,85.75,86.0,31/05/2017,2271,3,1,village,8598,"43.38871914110811, -3.4414111222496433", -3.4414111222496433,43.38871914110811
1071,S S -2000446,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Voto,75750.0,75.75,76.0,31/05/2017,2271,5,2,small village,0,"43.34638935886587, -3.5053136995015963", -3.5053136995015963,43.34638935886587
1072,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Entrambasaguas,75250.0,75.25,75.0,31/05/2017,2271,8,1,village,5260,"43.36418677872748, -3.6683258046159413", -3.6683258046159413,43.36418677872748
1072,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Entrambasaguas,75750.0,75.75,76.0,31/05/2017,2271,8,1,village,5260,"43.36418677872748, -3.6683258046159413", -3.6683258046159413,43.36418677872748
1072,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Hazas de Cesto,75750.0,75.75,76.0,31/05/2017,2271,4,1,small village,0,"43.40490254652532, -3.585968240308879", -3.585968240308879,43.40490254652532
1072,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Marina de Cudeyo,75750.0,75.75,76.0,31/05/2017,2271,6,1,small village,0,"43.417576768642334, -3.757710147147282", -3.757710147147282,43.417576768642334
1072,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Marina de Cudeyo,85750.0,85.75,86.0,31/05/2017,2271,6,1,small village,0,"43.417576768642334, -3.757710147147282", -3.757710147147282,43.417576768642334
1072,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Medio Cudeyo,85250.0,85.25,85.0,31/05/2017,2271,12,2,small village,0,"43.379930794794674, -3.7593627953494897", -3.7593627953494897,43.379930794794674
1072,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Ribamontán al Monte,85750.0,85.75,86.0,31/05/2017,2271,3,1,small village,0,"43.41067465215106, -3.6584665364938025", -3.6584665364938025,43.41067465215106
1073,S S -2000492,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,10/11/2020,31/12/2025,Meruelo,75000.0,75.0,75.0,31/05/2017,2271,5,1,small village,0,"43.444081062709415, -3.585241427821251", -3.585241427821251,43.444081062709415
1073,S S -2000492,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,10/11/2020,31/12/2025,Noja,85000.0,85.0,85.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1074,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,75500.0,75.5,76.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1074,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,75750.0,75.75,76.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1074,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,85500.0,85.5,86.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1074,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,85750.0,85.75,86.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1075,S S -2100064,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,05/04/2021,31/12/2026,Torrelavega,75750.0,75.75,76.0,31/05/2017,2271,19,3,medium city,51597,"43.33596241575849, -4.041120152678144", -4.041120152678144,43.33596241575849
1075,S S -2100064,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,05/04/2021,31/12/2026,Torrelavega,85750.0,85.75,86.0,31/05/2017,2271,19,3,medium city,51597,"43.33596241575849, -4.041120152678144", -4.041120152678144,43.33596241575849
1076,S S -2100065,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,15/03/2021,31/12/2026,Laredo,75750.0,75.75,76.0,31/05/2017,2271,3,1,small city,11023,"43.40737294941837, -3.4240111370715463", -3.4240111370715463,43.40737294941837
1076,S S -2100065,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,15/03/2021,31/12/2026,Limpias,85750.0,85.75,86.0,31/05/2017,2271,3,1,small village,0,"43.374375406106964, -3.4146656176533057", -3.4146656176533057,43.374375406106964
1077,S S -2100271,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,12/07/2021,31/12/2026,Noja,75500.0,75.5,76.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1077,S S -2100271,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,12/07/2021,31/12/2026,Noja,85500.0,85.5,86.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1078,S S -2100279,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Los Corrales de Buelna,75750.0,75.75,76.0,31/05/2017,2271,5,1,small city,10767,"43.261570510337464, -4.090836505768658", -4.090836505768658,43.261570510337464
1078,S S -2100279,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,San Felices de Buelna,85750.0,85.75,86.0,31/05/2017,2271,5,2,small village,0,"43.27133642730765, -4.031101254718277", -4.031101254718277,43.27133642730765
1079,S S -2100280,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Vega de Pas,75500.0,75.5,76.0,31/05/2017,2271,12,1,small village,0,"43.14908489809986, -3.7652052573671484", -3.7652052573671484,43.14908489809986
1079,S S -2100280,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Vega de Pas,75750.0,75.75,76.0,31/05/2017,2271,12,1,small village,0,"43.14908489809986, -3.7652052573671484", -3.7652052573671484,43.14908489809986
1079,S S -2100280,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Vega de Pas,85500.0,85.5,86.0,31/05/2017,2271,12,1,small village,0,"43.14908489809986, -3.7652052573671484", -3.7652052573671484,43.14908489809986
1079,S S -2100280,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Vega de Pas,85750.0,85.75,86.0,31/05/2017,2271,12,1,small village,0,"43.14908489809986, -3.7652052573671484", -3.7652052573671484,43.14908489809986
1080,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Bareyo,85625.0,85.625,86.0,31/05/2017,2271,7,1,small village,0,"43.4727860542333, -3.618871780240005", -3.618871780240005,43.4727860542333
1080,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Bareyo,85750.0,85.75,86.0,31/05/2017,2271,7,1,small village,0,"43.4727860542333, -3.618871780240005", -3.618871780240005,43.4727860542333
1080,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Noja,75750.0,75.75,76.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1080,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Noja,85750.0,85.75,86.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1080,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Ribamontán al Mar,75625.0,75.625,76.0,31/05/2017,2271,6,1,small village,0,"43.45778992464733, -3.693916134943591", -3.693916134943591,43.45778992464733
1080,S S -2000444,ORANGE,A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,15/10/2020,31/12/2025,Ribamontán al Mar,75750.0,75.75,76.0,31/05/2017,2271,6,1,small village,0,"43.45778992464733, -3.693916134943591", -3.693916134943591,43.45778992464733
1081,S S -2000446,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Colindres,85750.0,85.75,86.0,31/05/2017,2271,3,1,village,8598,"43.38871914110811, -3.4414111222496433", -3.4414111222496433,43.38871914110811
1081,S S -2000446,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Voto,75750.0,75.75,76.0,31/05/2017,2271,5,2,small village,0,"43.34638935886587, -3.5053136995015963", -3.5053136995015963,43.34638935886587
1082,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Entrambasaguas,75250.0,75.25,75.0,31/05/2017,2271,8,1,village,5260,"43.36418677872748, -3.6683258046159413", -3.6683258046159413,43.36418677872748
1082,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Entrambasaguas,75750.0,75.75,76.0,31/05/2017,2271,8,1,village,5260,"43.36418677872748, -3.6683258046159413", -3.6683258046159413,43.36418677872748
1082,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Hazas de Cesto,75750.0,75.75,76.0,31/05/2017,2271,4,1,small village,0,"43.40490254652532, -3.585968240308879", -3.585968240308879,43.40490254652532
1082,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Marina de Cudeyo,75750.0,75.75,76.0,31/05/2017,2271,6,1,small village,0,"43.417576768642334, -3.757710147147282", -3.757710147147282,43.417576768642334
1082,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Marina de Cudeyo,85750.0,85.75,86.0,31/05/2017,2271,6,1,small village,0,"43.417576768642334, -3.757710147147282", -3.757710147147282,43.417576768642334
1082,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Medio Cudeyo,85250.0,85.25,85.0,31/05/2017,2271,12,2,small village,0,"43.379930794794674, -3.7593627953494897", -3.7593627953494897,43.379930794794674
1082,S S -2000450,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,15/10/2020,31/12/2025,Ribamontán al Monte,85750.0,85.75,86.0,31/05/2017,2271,3,1,small village,0,"43.41067465215106, -3.6584665364938025", -3.6584665364938025,43.41067465215106
1083,S S -2000492,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,10/11/2020,31/12/2025,Meruelo,75000.0,75.0,75.0,31/05/2017,2271,5,1,small village,0,"43.444081062709415, -3.585241427821251", -3.585241427821251,43.444081062709415
1083,S S -2000492,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,10/11/2020,31/12/2025,Noja,85000.0,85.0,85.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1084,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,75500.0,75.5,76.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1084,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,75750.0,75.75,76.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1084,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,85500.0,85.5,86.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1084,S S -2000505,ORANGE,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARC\xc3\x93N,MADRID,28223,13/11/2020,31/12/2025,Castro-Urdiales,85750.0,85.75,86.0,31/05/2017,2271,24,3,small city,32270,"43.35154480353471, -3.2299435495989113", -3.2299435495989113,43.35154480353471
1085,S S -2100064,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,05/04/2021,31/12/2026,Torrelavega,75750.0,75.75,76.0,31/05/2017,2271,19,3,medium city,51597,"43.33596241575849, -4.041120152678144", -4.041120152678144,43.33596241575849
1085,S S -2100064,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,05/04/2021,31/12/2026,Torrelavega,85750.0,85.75,86.0,31/05/2017,2271,19,3,medium city,51597,"43.33596241575849, -4.041120152678144", -4.041120152678144,43.33596241575849
1086,S S -2100065,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,15/03/2021,31/12/2026,Laredo,75750.0,75.75,76.0,31/05/2017,2271,3,1,small city,11023,"43.40737294941837, -3.4240111370715463", -3.4240111370715463,43.40737294941837
1086,S S -2100065,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,15/03/2021,31/12/2026,Limpias,85750.0,85.75,86.0,31/05/2017,2271,3,1,small village,0,"43.374375406106964, -3.4146656176533057", -3.4146656176533057,43.374375406106964
1087,S S -2100271,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,12/07/2021,31/12/2026,Noja,75500.0,75.5,76.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1087,S S -2100271,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,12/07/2021,31/12/2026,Noja,85500.0,85.5,86.0,31/05/2017,2271,19,1,small village,0,"43.477768035523525, -3.520048002572697", -3.520048002572697,43.477768035523525
1088,S S -2100279,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,Los Corrales de Buelna,75750.0,75.75,76.0,31/05/2017,2271,5,1,small city,10767,"43.261570510337464, -4.090836505768658", -4.090836505768658,43.261570510337464
1088,S S -2100279,ORANGE,A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,San Felices de Buelna,85750.0,85.75,86.0,31/05/2017,2271,5,2,small village,0,"43.27133642730765, -4.031101254718277", -4.031101254718277,43.27133642730765
